Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[organism part]	Characteristics[individual]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode read]	Comment[single cell isolation]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[umi barcode read]	Comment[umi barcode offset]	Comment[umi barcode size]	Comment[cell barcode read]	Comment[cell barcode offset]	Comment[cell barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[cell type]	Factor Value[time]	Unit[time unit]
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L001	group 2	sequencing assay	ERX6994755	1d_S4_L001_R1_001.fastq.gz	1d_S4_L001_R1_001.fastq.gz	ERR7425692	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425692/1d_S4_L001_R1_001.fastq.gz	1d_S4_L001_R1_001.fastq.gz	1d_S4_L001_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L001	group 2	sequencing assay	ERX6994755	1d_S4_L001_R2_001.fastq.gz	1d_S4_L001_R2_001.fastq.gz	ERR7425692	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425692/1d_S4_L001_R2_001.fastq.gz	1d_S4_L001_R1_001.fastq.gz	1d_S4_L001_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L002	group 2	sequencing assay	ERX6994755	1d_S4_L002_R1_001.fastq.gz	1d_S4_L002_R1_001.fastq.gz	ERR7425693	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425693/1d_S4_L002_R1_001.fastq.gz	1d_S4_L002_R1_001.fastq.gz	1d_S4_L002_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L002	group 2	sequencing assay	ERX6994755	1d_S4_L002_R2_001.fastq.gz	1d_S4_L002_R2_001.fastq.gz	ERR7425693	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425693/1d_S4_L002_R2_001.fastq.gz	1d_S4_L002_R1_001.fastq.gz	1d_S4_L002_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L003	group 2	sequencing assay	ERX6994755	1d_S4_L003_R1_001.fastq.gz	1d_S4_L003_R1_001.fastq.gz	ERR7425694	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425694/1d_S4_L003_R1_001.fastq.gz	1d_S4_L003_R1_001.fastq.gz	1d_S4_L003_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L003	group 2	sequencing assay	ERX6994755	1d_S4_L003_R2_001.fastq.gz	1d_S4_L003_R2_001.fastq.gz	ERR7425694	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425694/1d_S4_L003_R2_001.fastq.gz	1d_S4_L003_R1_001.fastq.gz	1d_S4_L003_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L004	group 2	sequencing assay	ERX6994755	1d_S4_L004_R1_001.fastq.gz	1d_S4_L004_R1_001.fastq.gz	ERR7425695	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425695/1d_S4_L004_R1_001.fastq.gz	1d_S4_L004_R1_001.fastq.gz	1d_S4_L004_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4_L004	group 2	sequencing assay	ERX6994755	1d_S4_L004_R2_001.fastq.gz	1d_S4_L004_R2_001.fastq.gz	ERR7425695	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425695/1d_S4_L004_R2_001.fastq.gz	1d_S4_L004_R1_001.fastq.gz	1d_S4_L004_R2_001.fastq.gz	memory B cell	2014	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L001	group 3	sequencing assay	ERX6994756	1d_S4pc_L001_R1_001.fastq.gz	1d_S4pc_L001_R1_001.fastq.gz	ERR7425696	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425696/1d_S4pc_L001_R1_001.fastq.gz	1d_S4pc_L001_R1_001.fastq.gz	1d_S4pc_L001_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L001	group 3	sequencing assay	ERX6994756	1d_S4pc_L001_R2_001.fastq.gz	1d_S4pc_L001_R2_001.fastq.gz	ERR7425696	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425696/1d_S4pc_L001_R2_001.fastq.gz	1d_S4pc_L001_R1_001.fastq.gz	1d_S4pc_L001_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L002	group 3	sequencing assay	ERX6994756	1d_S4pc_L002_R1_001.fastq.gz	1d_S4pc_L002_R1_001.fastq.gz	ERR7425697	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425697/1d_S4pc_L002_R1_001.fastq.gz	1d_S4pc_L002_R1_001.fastq.gz	1d_S4pc_L002_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L002	group 3	sequencing assay	ERX6994756	1d_S4pc_L002_R2_001.fastq.gz	1d_S4pc_L002_R2_001.fastq.gz	ERR7425697	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425697/1d_S4pc_L002_R2_001.fastq.gz	1d_S4pc_L002_R1_001.fastq.gz	1d_S4pc_L002_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L003	group 3	sequencing assay	ERX6994756	1d_S4pc_L003_R1_001.fastq.gz	1d_S4pc_L003_R1_001.fastq.gz	ERR7425698	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425698/1d_S4pc_L003_R1_001.fastq.gz	1d_S4pc_L003_R1_001.fastq.gz	1d_S4pc_L003_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L003	group 3	sequencing assay	ERX6994756	1d_S4pc_L003_R2_001.fastq.gz	1d_S4pc_L003_R2_001.fastq.gz	ERR7425698	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425698/1d_S4pc_L003_R2_001.fastq.gz	1d_S4pc_L003_R1_001.fastq.gz	1d_S4pc_L003_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L004	group 3	sequencing assay	ERX6994756	1d_S4pc_L004_R1_001.fastq.gz	1d_S4pc_L004_R1_001.fastq.gz	ERR7425699	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425699/1d_S4pc_L004_R1_001.fastq.gz	1d_S4pc_L004_R1_001.fastq.gz	1d_S4pc_L004_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1d_S4pc_L004	group 3	sequencing assay	ERX6994756	1d_S4pc_L004_R2_001.fastq.gz	1d_S4pc_L004_R2_001.fastq.gz	ERR7425699	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425699/1d_S4pc_L004_R2_001.fastq.gz	1d_S4pc_L004_R1_001.fastq.gz	1d_S4pc_L004_R2_001.fastq.gz	plasma cell	2020	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L001	group 2	sequencing assay	ERX6994755	1e_S5_L001_R1_001.fastq.gz	1e_S5_L001_R1_001.fastq.gz	ERR7425700	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425700/1e_S5_L001_R1_001.fastq.gz	1e_S5_L001_R1_001.fastq.gz	1e_S5_L001_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L001	group 2	sequencing assay	ERX6994755	1e_S5_L001_R2_001.fastq.gz	1e_S5_L001_R2_001.fastq.gz	ERR7425700	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425700/1e_S5_L001_R2_001.fastq.gz	1e_S5_L001_R1_001.fastq.gz	1e_S5_L001_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L002	group 2	sequencing assay	ERX6994755	1e_S5_L002_R1_001.fastq.gz	1e_S5_L002_R1_001.fastq.gz	ERR7425701	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425701/1e_S5_L002_R1_001.fastq.gz	1e_S5_L002_R1_001.fastq.gz	1e_S5_L002_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L002	group 2	sequencing assay	ERX6994755	1e_S5_L002_R2_001.fastq.gz	1e_S5_L002_R2_001.fastq.gz	ERR7425701	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425701/1e_S5_L002_R2_001.fastq.gz	1e_S5_L002_R1_001.fastq.gz	1e_S5_L002_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L003	group 2	sequencing assay	ERX6994755	1e_S5_L003_R1_001.fastq.gz	1e_S5_L003_R1_001.fastq.gz	ERR7425702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425702/1e_S5_L003_R1_001.fastq.gz	1e_S5_L003_R1_001.fastq.gz	1e_S5_L003_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L003	group 2	sequencing assay	ERX6994755	1e_S5_L003_R2_001.fastq.gz	1e_S5_L003_R2_001.fastq.gz	ERR7425702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425702/1e_S5_L003_R2_001.fastq.gz	1e_S5_L003_R1_001.fastq.gz	1e_S5_L003_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L004	group 2	sequencing assay	ERX6994755	1e_S5_L004_R1_001.fastq.gz	1e_S5_L004_R1_001.fastq.gz	ERR7425703	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425703/1e_S5_L004_R1_001.fastq.gz	1e_S5_L004_R1_001.fastq.gz	1e_S5_L004_R2_001.fastq.gz	memory B cell	2014	year
Donor2_MBC_2014	ERS8953574	SAMEA11308713	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_2014	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5_L004	group 2	sequencing assay	ERX6994755	1e_S5_L004_R2_001.fastq.gz	1e_S5_L004_R2_001.fastq.gz	ERR7425703	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425703/1e_S5_L004_R2_001.fastq.gz	1e_S5_L004_R1_001.fastq.gz	1e_S5_L004_R2_001.fastq.gz	memory B cell	2014	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L001	group 3	sequencing assay	ERX6994756	1e_S5pc_L001_R1_001.fastq.gz	1e_S5pc_L001_R1_001.fastq.gz	ERR7425704	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425704/1e_S5pc_L001_R1_001.fastq.gz	1e_S5pc_L001_R1_001.fastq.gz	1e_S5pc_L001_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L001	group 3	sequencing assay	ERX6994756	1e_S5pc_L001_R2_001.fastq.gz	1e_S5pc_L001_R2_001.fastq.gz	ERR7425704	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425704/1e_S5pc_L001_R2_001.fastq.gz	1e_S5pc_L001_R1_001.fastq.gz	1e_S5pc_L001_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L002	group 3	sequencing assay	ERX6994756	1e_S5pc_L002_R1_001.fastq.gz	1e_S5pc_L002_R1_001.fastq.gz	ERR7425705	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425705/1e_S5pc_L002_R1_001.fastq.gz	1e_S5pc_L002_R1_001.fastq.gz	1e_S5pc_L002_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L002	group 3	sequencing assay	ERX6994756	1e_S5pc_L002_R2_001.fastq.gz	1e_S5pc_L002_R2_001.fastq.gz	ERR7425705	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425705/1e_S5pc_L002_R2_001.fastq.gz	1e_S5pc_L002_R1_001.fastq.gz	1e_S5pc_L002_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L003	group 3	sequencing assay	ERX6994756	1e_S5pc_L003_R1_001.fastq.gz	1e_S5pc_L003_R1_001.fastq.gz	ERR7425706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425706/1e_S5pc_L003_R1_001.fastq.gz	1e_S5pc_L003_R1_001.fastq.gz	1e_S5pc_L003_R2_001.fastq.gz	plasma cell	2020	year
Donor1_PC_2020	ERS8953575	SAMEA11308714	Homo sapiens	adult	normal	blood	1	plasma cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_PC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	1e_S5pc_L003	group 3	sequencing assay	ERX6994756	1e_S5pc_L003_R2_001.fastq.gz	1e_S5pc_L003_R2_001.fastq.gz	ERR7425706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425706/1e_S5pc_L003_R2_001.fastq.gz	1e_S5pc_L003_R1_001.fastq.gz	1e_S5pc_L003_R2_001.fastq.gz	plasma cell	2020	year
